source,relation,target
Theophylline,approval_status,approved
Argatroban,has_cas_number,74863-84-6
Argatroban,has_state,solid
Argatroban,approval_status,approved
Liothyronine,has_cas_number,6893-02-3
Liothyronine,has_state,solid
Liothyronine,approval_status,approved
Disopyramide,has_cas_number,3737-09-5
Disopyramide,has_state,solid
Disopyramide,approval_status,approved
Lidocaine,has_cas_number,137-58-6
Lidocaine,has_state,solid
Lidocaine,approval_status,approved
Pamidronic acid,has_cas_number,40391-99-9
Pamidronic acid,has_state,solid
Pamidronic acid,approval_status,approved
Clemastine,has_cas_number,15686-51-8
Clemastine,has_state,solid
Clemastine,approval_status,approved
Acarbose,has_cas_number,56180-94-0
Acarbose,has_state,solid
Acarbose,approval_status,approved
Venlafaxine,has_cas_number,93413-69-5
Venlafaxine,has_state,solid
Venlafaxine,approval_status,approved
Conjugated estrogens,has_cas_number,12126-59-9
Conjugated estrogens,has_state,solid
Conjugated estrogens,approval_status,approved
Travoprost,has_cas_number,157283-68-6
Travoprost,has_state,liquid
Travoprost,approval_status,approved
Amcinonide,has_cas_number,51022-69-6
Amcinonide,has_state,solid
Amcinonide,approval_status,approved
Atomoxetine,has_cas_number,83015-26-3
Atomoxetine,has_state,solid
Atomoxetine,approval_status,approved
Bleomycin,has_cas_number,11056-06-7
Bleomycin,has_state,solid
Bleomycin,approval_status,approved
Chlorambucil,has_cas_number,305-03-3
Chlorambucil,has_state,solid
Chlorambucil,approval_status,approved
Etomidate,has_cas_number,33125-97-2
Etomidate,has_state,solid
Etomidate,approval_status,approved
Raltitrexed,has_cas_number,112887-68-0
Raltitrexed,has_state,solid
Raltitrexed,approval_status,approved
Etonogestrel,has_cas_number,54048-10-1
Etonogestrel,has_state,solid
Etonogestrel,approval_status,approved
Morphine,has_cas_number,57-27-2
Morphine,has_state,solid
Morphine,approval_status,approved
Ropivacaine,has_cas_number,84057-95-4
Ropivacaine,has_state,solid
Ropivacaine,approval_status,approved
Bupivacaine,has_cas_number,38396-39-3
Bupivacaine,has_state,solid
Bupivacaine,approval_status,approved
Dapiprazole,has_cas_number,72822-12-9
Dapiprazole,has_state,solid
Dapiprazole,approval_status,approved
Penciclovir,has_cas_number,39809-25-1
Penciclovir,has_state,solid
Penciclovir,approval_status,approved
Tenofovir disoproxil,has_cas_number,201341-05-1
Tenofovir disoproxil,has_state,solid
Tenofovir disoproxil,approval_status,approved
Flucloxacillin,has_cas_number,5250-39-5
Flucloxacillin,has_state,solid
Flucloxacillin,approval_status,approved
Tranexamic acid,has_cas_number,1197-18-8
Tranexamic acid,has_state,solid
Tranexamic acid,approval_status,approved
Ertapenem,has_cas_number,153832-46-3
Ertapenem,has_state,solid
Ertapenem,approval_status,approved
Desogestrel,has_cas_number,54024-22-5
Desogestrel,has_state,solid
Desogestrel,approval_status,approved
Mitomycin,has_cas_number,50-07-7
Mitomycin,has_state,solid
Mitomycin,approval_status,approved
Talbutal,has_cas_number,115-44-6
Talbutal,has_state,solid
Talbutal,approval_status,approved
Bexarotene,has_cas_number,153559-49-0
Bexarotene,has_state,solid
Bexarotene,approval_status,approved
Ibutilide,has_cas_number,122647-31-8
Ibutilide,has_state,solid
Ibutilide,approval_status,approved
Vindesine,has_cas_number,53643-48-4
Vindesine,has_state,solid
Vindesine,approval_status,approved
Chlorthalidone,has_cas_number,77-36-1
Chlorthalidone,has_state,solid
Chlorthalidone,approval_status,approved
Ethoxzolamide,has_cas_number,452-35-7
Ethoxzolamide,has_state,solid
Ethoxzolamide,approval_status,withdrawn
Pentobarbital,has_cas_number,76-74-4
Pentobarbital,has_state,solid
Pentobarbital,approval_status,approved
Valproic acid,has_cas_number,99-66-1
Valproic acid,has_state,solid
Valproic acid,approval_status,approved
Capreomycin,has_cas_number,11003-38-6
Capreomycin,has_state,solid
Capreomycin,approval_status,approved
Zolmitriptan,has_cas_number,139264-17-8
Zolmitriptan,has_state,solid
Zolmitriptan,approval_status,approved
Acetaminophen,has_cas_number,103-90-2
Acetaminophen,has_state,solid
Acetaminophen,approval_status,approved
Gefitinib,has_cas_number,184475-35-2
Gefitinib,has_state,solid
Gefitinib,approval_status,approved
Codeine,has_cas_number,76-57-3
Codeine,has_state,solid
Codeine,approval_status,approved
Piperacillin,has_cas_number,66258-76-2
Piperacillin,has_state,solid
Piperacillin,approval_status,approved
Dihydroergotamine,has_cas_number,511-12-6
Dihydroergotamine,has_state,solid
Dihydroergotamine,approval_status,approved
Amitriptyline,has_cas_number,50-48-6
Amitriptyline,has_state,solid
Amitriptyline,approval_status,approved
Floxuridine,has_cas_number,50-91-9
Floxuridine,has_state,solid
Floxuridine,approval_status,approved
Tolcapone,has_cas_number,134308-13-7
Tolcapone,has_state,solid
Tolcapone,approval_status,approved
Fluorometholone,has_cas_number,426-13-1
Fluorometholone,has_state,solid
Fluorometholone,approval_status,approved
Nitroprusside,has_cas_number,15078-28-1
Nitroprusside,has_state,solid
Nitroprusside,approval_status,approved
Calcium glucoheptonate,has_cas_number,29039-00-7
Calcium glucoheptonate,has_state,solid
Calcium glucoheptonate,approval_status,approved
Hydromorphone,has_cas_number,466-99-9
Hydromorphone,has_state,solid
Hydromorphone,approval_status,approved
Indomethacin,has_cas_number,53-86-1
Indomethacin,has_state,solid
Indomethacin,approval_status,approved
Ethambutol,has_cas_number,74-55-5
Ethambutol,has_state,solid
Ethambutol,approval_status,approved
Metformin,has_cas_number,657-24-9
Metformin,has_state,solid
Metformin,approval_status,approved
Ipratropium,has_cas_number,60205-81-4
Ipratropium,has_state,solid
Ipratropium,approval_status,approved
Methadone,has_cas_number,76-99-3
Methadone,has_state,solid
Methadone,approval_status,approved
Olanzapine,has_cas_number,132539-06-1
Olanzapine,has_state,solid
Olanzapine,approval_status,approved
Atenolol,has_cas_number,29122-68-7
Atenolol,has_state,solid
Atenolol,approval_status,approved
Nitrofural,has_cas_number,59-87-0
Nitrofural,has_state,solid
Nitrofural,approval_status,approved
Pimecrolimus,has_cas_number,137071-32-0
Pimecrolimus,has_state,solid
Pimecrolimus,approval_status,approved
Omeprazole,has_cas_number,73590-58-6
Omeprazole,has_state,solid
Omeprazole,approval_status,approved
Pyrazinamide,has_cas_number,98-96-4
Pyrazinamide,has_state,solid
Pyrazinamide,approval_status,approved
Metixene,has_cas_number,4969-02-2
Metixene,has_state,liquid
Metixene,approval_status,approved
Cetirizine,has_cas_number,83881-51-0
Cetirizine,has_state,solid
Cetirizine,approval_status,approved
Terfenadine,has_cas_number,50679-08-8
Terfenadine,has_state,solid
Terfenadine,approval_status,approved
Diltiazem,has_cas_number,42399-41-7
Diltiazem,has_state,solid
Diltiazem,approval_status,approved
Protriptyline,has_cas_number,438-60-8
Protriptyline,has_state,solid
Protriptyline,approval_status,approved
Aminohippuric acid,has_cas_number,61-78-9
Aminohippuric acid,has_state,solid
Aminohippuric acid,approval_status,approved
Alfuzosin,has_cas_number,81403-80-7
Alfuzosin,has_state,solid
Alfuzosin,approval_status,approved
Trimethadione,has_cas_number,127-48-0
Trimethadione,has_state,solid
Trimethadione,approval_status,approved
Nitisinone,has_cas_number,104206-65-7
Nitisinone,has_state,solid
Nitisinone,approval_status,approved
Clobazam,has_cas_number,22316-47-8
Clobazam,has_state,solid
Clobazam,approval_status,approved
Minoxidil,has_cas_number,38304-91-5
Minoxidil,has_state,solid
Minoxidil,approval_status,approved
Megestrol acetate,has_cas_number,595-33-5
Megestrol acetate,has_state,solid
Megestrol acetate,approval_status,approved
Tioguanine,has_cas_number,154-42-7
Tioguanine,has_state,solid
Tioguanine,approval_status,approved
Methylergometrine,has_cas_number,113-42-8
Methylergometrine,has_state,solid
Methylergometrine,approval_status,approved
Buclizine,has_cas_number,82-95-1
Buclizine,has_state,liquid
Buclizine,approval_status,approved
Aztreonam,has_cas_number,78110-38-0
Aztreonam,has_state,solid
Aztreonam,approval_status,approved
Chlorzoxazone,has_cas_number,95-25-0
Chlorzoxazone,has_state,solid
Chlorzoxazone,approval_status,approved
Aminoglutethimide,has_cas_number,125-84-8
Aminoglutethimide,has_state,solid
Aminoglutethimide,approval_status,approved
Mefloquine,has_cas_number,53230-10-7
Mefloquine,has_state,solid
Mefloquine,approval_status,approved
Sulfadiazine,has_cas_number,68-35-9
Sulfadiazine,has_state,solid
Sulfadiazine,approval_status,approved
Sapropterin,has_cas_number,62989-33-7
Sapropterin,has_state,solid
Sapropterin,approval_status,approved
Vinorelbine,has_cas_number,71486-22-1
Vinorelbine,has_state,solid
Vinorelbine,approval_status,approved
Anidulafungin,has_cas_number,166663-25-8
Anidulafungin,has_state,solid
Anidulafungin,approval_status,approved
Clozapine,has_cas_number,5786-21-0
Clozapine,has_state,solid
Clozapine,approval_status,approved
Sucralfate,has_cas_number,54182-58-0
Sucralfate,has_state,solid
Sucralfate,approval_status,approved
Grepafloxacin,has_cas_number,119914-60-2
Grepafloxacin,has_state,solid
Grepafloxacin,approval_status,approved
Doxylamine,has_cas_number,469-21-6
Doxylamine,has_state,liquid
Doxylamine,approval_status,approved
Levonorgestrel,has_cas_number,797-63-7
Levonorgestrel,has_state,solid
Levonorgestrel,approval_status,approved
Norepinephrine,has_cas_number,51-41-2
Norepinephrine,has_state,solid
Norepinephrine,approval_status,approved
Cidofovir,has_cas_number,113852-37-2
Cidofovir,has_state,solid
Cidofovir,approval_status,approved
Mirtazapine,has_cas_number,85650-52-8
Mirtazapine,has_state,solid
Mirtazapine,approval_status,approved
Meprobamate,has_cas_number,57-53-4
Meprobamate,has_state,solid
Meprobamate,approval_status,approved
Thiethylperazine,has_cas_number,1420-55-9
Thiethylperazine,has_state,liquid
Thiethylperazine,approval_status,approved
Timolol,has_cas_number,26839-75-8
Timolol,has_state,solid
Timolol,approval_status,approved
Treprostinil,has_cas_number,81846-19-7
Treprostinil,has_state,solid
Treprostinil,approval_status,approved
Colestipol,has_cas_number,26658-42-4
Colestipol,has_state,solid
Colestipol,approval_status,approved
Trihexyphenidyl,has_cas_number,144-11-6
Trihexyphenidyl,has_state,solid
Trihexyphenidyl,approval_status,approved
Palonosetron,has_cas_number,135729-56-5
Palonosetron,has_state,solid
Palonosetron,approval_status,approved
Dydrogesterone,has_cas_number,152-62-5
Dydrogesterone,has_state,solid
Dydrogesterone,approval_status,approved
Mexiletine,has_cas_number,31828-71-4
Mexiletine,has_state,solid
Mexiletine,approval_status,approved
Dexrazoxane,has_cas_number,24584-09-6
Dexrazoxane,has_state,solid
Dexrazoxane,approval_status,approved
Amlodipine,has_cas_number,88150-42-9
Amlodipine,has_state,solid
Amlodipine,approval_status,approved
Tacrine,has_cas_number,321-64-2
Tacrine,has_state,solid
Tacrine,approval_status,approved
Oxyphencyclimine,has_cas_number,125-53-1
Oxyphencyclimine,has_state,solid
Oxyphencyclimine,approval_status,approved
Triamterene,has_cas_number,396-01-0
Triamterene,has_state,solid
Triamterene,approval_status,approved
Valrubicin,has_cas_number,56124-62-0
Valrubicin,has_state,solid
Valrubicin,approval_status,approved
Procyclidine,has_cas_number,77-37-2
Procyclidine,has_state,solid
Procyclidine,approval_status,approved
Phenylephrine,has_cas_number,59-42-7
Phenylephrine,has_state,solid
Phenylephrine,approval_status,approved
Carbimazole,has_cas_number,22232-54-8
Carbimazole,has_state,solid
Carbimazole,approval_status,approved
Digoxin,has_cas_number,20830-75-5
Digoxin,has_state,solid
Digoxin,approval_status,approved
Sulpiride,has_cas_number,15676-16-1
Sulpiride,has_state,solid
Sulpiride,approval_status,approved
Profenamine,has_cas_number,522-00-9
Profenamine,has_state,solid
Profenamine,approval_status,approved
Nimodipine,has_cas_number,66085-59-4
Nimodipine,has_state,solid
Nimodipine,approval_status,approved
Beclomethasone dipropionate,has_cas_number,5534-09-8
Beclomethasone dipropionate,has_state,solid
Beclomethasone dipropionate,approval_status,approved
Carisoprodol,has_cas_number,78-44-4
Carisoprodol,has_state,solid
Carisoprodol,approval_status,approved
Progesterone,has_cas_number,57-83-0
Progesterone,has_state,solid
Progesterone,approval_status,approved
Phenylpropanolamine,has_cas_number,14838-15-4
Phenylpropanolamine,has_state,solid
Phenylpropanolamine,approval_status,approved
Sorafenib,has_cas_number,284461-73-0
Sorafenib,has_state,solid
Sorafenib,approval_status,approved
Zoledronic acid,has_cas_number,118072-93-8
Zoledronic acid,has_state,solid
Zoledronic acid,approval_status,approved
Griseofulvin,has_cas_number,126-07-8
Griseofulvin,has_state,solid
Griseofulvin,approval_status,approved
Nisoldipine,has_cas_number,63675-72-9
Nisoldipine,has_state,solid
Nisoldipine,approval_status,approved
Eszopiclone,has_cas_number,138729-47-2
Eszopiclone,has_state,solid
Eszopiclone,approval_status,approved
Ceruletide,has_cas_number,17650-98-5
Ceruletide,has_state,solid
Ceruletide,approval_status,approved
Alprazolam,has_cas_number,28981-97-7
Alprazolam,has_state,solid
Alprazolam,approval_status,approved
Dexbrompheniramine,has_cas_number,132-21-8
Dexbrompheniramine,has_state,solid
Dexbrompheniramine,approval_status,approved
Gentian violet cation,has_cas_number,7438-46-2
Gentian violet cation,has_state,solid
Gentian violet cation,approval_status,approved
Ardeparin,has_cas_number,9005-49-6
Ardeparin,has_state,solid
Ardeparin,approval_status,approved
Loxapine,has_cas_number,1977-10-2
Loxapine,has_state,solid
Loxapine,approval_status,approved
Remoxipride,has_cas_number,80125-14-0
Remoxipride,has_state,solid
Remoxipride,approval_status,approved
Mupirocin,has_cas_number,12650-69-0
Mupirocin,has_state,solid
Mupirocin,approval_status,approved
Carbamoylcholine,has_cas_number,462-58-8
Carbamoylcholine,has_state,solid
Carbamoylcholine,approval_status,approved
Rosiglitazone,has_cas_number,122320-73-4
Rosiglitazone,has_state,solid
Rosiglitazone,approval_status,approved
Pramipexole,has_cas_number,104632-26-0
Pramipexole,has_state,solid
Pramipexole,approval_status,approved
Acetohexamide,has_cas_number,968-81-0
Acetohexamide,has_state,solid
Acetohexamide,approval_status,approved
Ampicillin,has_cas_number,69-53-4
Ampicillin,has_state,solid
Ampicillin,approval_status,approved
Metocurine iodide,has_cas_number,7601-55-0
Metocurine iodide,has_state,solid
Metocurine iodide,approval_status,approved
Phenoxymethylpenicillin,has_cas_number,87-08-1
Phenoxymethylpenicillin,has_state,solid
Phenoxymethylpenicillin,approval_status,approved
Secobarbital,has_cas_number,76-73-3
Secobarbital,has_state,solid
Secobarbital,approval_status,approved
Miglustat,has_cas_number,72599-27-0
Miglustat,has_state,solid
Miglustat,approval_status,approved
Promazine,has_cas_number,58-40-2
Promazine,has_state,liquid
Promazine,approval_status,approved
Spironolactone,has_cas_number,52-01-7
Spironolactone,has_state,solid
Spironolactone,approval_status,approved
Methylphenidate,has_cas_number,113-45-1
Methylphenidate,has_state,solid
Methylphenidate,approval_status,approved
Methocarbamol,has_cas_number,532-03-6
Methocarbamol,has_state,solid
Methocarbamol,approval_status,approved
Hyoscyamine,has_cas_number,101-31-5
Hyoscyamine,has_state,solid
Hyoscyamine,approval_status,approved
Zolpidem,has_cas_number,82626-48-0
Zolpidem,has_state,solid
Zolpidem,approval_status,approved
Famciclovir,has_cas_number,104227-87-4
Famciclovir,has_state,solid
Famciclovir,approval_status,approved
Triprolidine,has_cas_number,486-12-4
Triprolidine,has_state,solid
Triprolidine,approval_status,approved
Streptozocin,has_cas_number,66395-18-4
Streptozocin,has_state,solid
Streptozocin,approval_status,approved
Carboprost tromethamine,has_cas_number,58551-69-2
Carboprost tromethamine,has_state,solid
Carboprost tromethamine,approval_status,approved
Cefpiramide,has_cas_number,70797-11-4
Cefpiramide,has_state,solid
Cefpiramide,approval_status,approved
Lindane,has_cas_number,58-89-9
Lindane,has_state,liquid
Lindane,approval_status,approved
Trifluridine,has_cas_number,70-00-8
Trifluridine,has_state,solid
Trifluridine,approval_status,approved
Prochlorperazine,has_cas_number,58-38-8
Prochlorperazine,has_state,solid
Prochlorperazine,approval_status,approved
Cyproheptadine,has_cas_number,129-03-3
Cyproheptadine,has_state,solid
Cyproheptadine,approval_status,approved
Nitric Oxide,has_cas_number,10102-43-9
Nitric Oxide,has_state,liquid
Nitric Oxide,approval_status,approved
Bendroflumethiazide,has_cas_number,73-48-3
Bendroflumethiazide,has_state,solid
Bendroflumethiazide,approval_status,approved
Allopurinol,has_cas_number,315-30-0
Allopurinol,has_state,solid
